class	code	description
disease	Y42.3	胰岛素和口服降血糖（抗糖尿病）药的有害效应
disease	Y42.4	口服避孕药
disease	Y42.5	其他雌激素和孕激素类的有害效应
disease	Y42.6	抗促性腺激素药、抗雌激素药和抗雄激素药的有害效应，不可归类在他处者
disease	Y42.7	雄激素类及其促组成代谢的同类药的有害效应
disease	Y42.8	其他和未特指的激素类及其合成代用品的有害效应
disease	Y42.9	其他和未特指的激素类拮抗剂的有害效应
disease	Y43	主要为全身性制剂的有害效应
disease	Y43.0	抗过敏药和止吐药的有害效应
disease	Y43.1	抗肿瘤性抗代谢物药的有害效应
disease	Y43.2	抗肿瘤性天然产物的有害效应
disease	Y43.3	其他抗肿瘤性药的有害效应
disease	Y43.4	免疫抑制剂的有害效应
disease	Y43.5	酸化和碱化剂的有害效应
disease	Y43.6	酶类的有害效应，不可归类在他处者
disease	Y43.8	其他主要为全身性制剂的有害效应，不可归类在他处者
disease	Y43.9	未特指的主要为全身性制剂的有害效应
disease	Y44	主要影响血液组成成分的制剂的有害效应
disease	Y44.0	铁制剂和其他抗血红蛋白过少性贫血制剂的有害效应
disease	Y44.1	维生素B12、叶酸和其他抗巨幼细胞性贫血制剂的有害效应
disease	Y44.2	抗凝剂的有害效应
disease	Y44.3	抗凝拮抗剂、维生素K和其他凝血药的有害效应
disease	Y44.4	抗血栓形成药[血小板聚集抑制剂]的有害效应
disease	Y44.5	血栓溶解药的有害效应
disease	Y44.6	天然血液和血液制品的有害效应
disease	Y44.7	血浆代用品的有害效应
disease	Y44.9	影响血液组成成分的其他和未特指制剂的有害效应
disease	Y45	镇痛药、解热药和消炎药的有害效应
disease	Y45.0	类阿片和相关镇痛药的有害效应
disease	Y45.1	水杨酸盐类的有害效应
disease	Y45.2	丙酸衍生物的有害效应
disease	Y45.3	其他非类固醇性消炎药[NSAID]的有害效应
disease	Y45.4	抗风湿药的有害效应
disease	Y45.5	4-氨基苯酚衍生物的有害效应
disease	Y45.8	其他镇痛药和解热药的有害效应
disease	Y45.9	未特指的镇痛药、解热药和消炎药的有害效应
disease	Y46	镇癫癎药和抗帕金森病药的有害效应
disease	Y46.0	琥珀酰亚胺的有害效应
disease	Y46.1	恶唑烷二酮的有害效应
disease	Y46.2	乙内酰脲衍生物的有害效应
disease	Y46.3	去氧巴比妥盐类的有害效应
disease	Y46.4	亚氨基二苯乙烯类的有害效应
disease	Y46.5	丙戊酸的有害效应
disease	Y46.6	其他和未特指的镇癫癎药的有害效应
disease	Y46.7	抗帕金森病药的有害效应
disease	Y46.8	镇痉药的有害效应
disease	Y47	镇静剂、催眠药和抗焦虑药的有害效应
disease	Y47.0	巴比妥盐类的有害效应，不可归类在他处者
disease	Y47.1	苯并二氮杂类的有害效应
disease	Y47.2	氯醛衍生物的有害效应
disease	Y47.3	三聚乙醛的有害效应
disease	Y47.4	溴化合物的有害效应
disease	Y47.5	混合的镇静剂和催眠药的有害效应，不可归类在他处者
disease	Y47.8	其他镇静剂、催眠药和抗焦虑药的有害效应
disease	Y47.9	未特指的镇静剂、催眠药和抗焦虑药的有害效应
disease	Y48	麻醉药和治疗性气体的有害效应
disease	Y48.0	吸入性麻醉药的有害效应
disease	Y48.1	胃肠外麻醉药的有害效应
disease	Y48.2	其他和未特指全身麻醉药的有害效应
disease	Y48.3	局部麻醉药的有害效应
disease	Y48.4	未特指麻醉药的有害效应
disease	Y48.5	治疗性气体的有害效应
disease	Y49	对精神有影响的药物的有害效应，不可归类在他处者
disease	Y49.0	三环和四环抗抑郁药的有害效应
disease	Y49.1	单胺-氧化酶-抑制剂抗抑郁药的有害效应
disease	Y49.2	其他和未特指的抗抑郁药的有害效应
disease	Y49.3	吩噻嗪抗精神病药和精神安定剂的有害效应
disease	Y49.4	丁酰苯和硫蒽精神安定剂的有害效应
disease	Y49.5	其他抗精神病药和精神安定剂的有害效应
disease	Y49.6	致幻药[致幻剂]的有害效应
disease	Y49.7	伴有滥用可能性的精神兴奋剂的有害效应
disease	Y49.8	其他对精神有影响的药物的有害效应，不可归类在他处者
disease	Y49.9	未特指的对精神有影响的药物的有害效应
disease	Y50	中枢神经系统兴奋剂的有害效应，不可归类在他处者
disease	Y50.0	复苏药的有害效应
disease	Y50.1	类鸦片受体拮抗剂的有害效应
disease	Y50.2	甲基黄嘌呤类的有害效应，不可归类在他处者
disease	Y50.8	其他中枢神经系统兴奋剂的有害效应
disease	Y50.9	未特指的中枢神经系统兴奋剂的有害效应
disease	Y51	主要影响自主神经系统药物的有害效应
disease	Y51.0	抗胆碱酯酶剂的有害效应
disease	Y51.1	其他拟副交感神经药[胆碱能药]的有害效应
disease	Y51.2	神经节阻滞药的有害效应，不可归类在他处者
disease	Y51.3	其他副交感神经抑制剂[抗胆碱能药和抗毒蕈碱药]和解痉药的有害效应，不可归类在他处者
disease	Y51.4	主要为α肾上腺素能受体显效药的有害效应，不可归类在他处者
disease	Y51.5	主要为β肾上腺素能受体显效药的有害效应，不可归类在他处者
disease	Y51.6	α肾上腺素能受体拮抗剂的有害效应，不可归类在他处者
disease	Y51.7	β肾上腺素能受体拮抗剂的有害效应，不可归类在他处者
disease	Y51.8	中枢作用和肾上腺素能-神经元-阻滞剂的有害效应，不可归类在他处者
disease	Y51.9	主要影响自主神经系统的其他和未特指药物的有害效应
disease	Y52	主要影响心血管系统制剂的有害效应
disease	Y52.0	心脏兴奋甙和相似作用药的有害效应
disease	Y52.1	钙通道阻滞剂的有害效应
disease	Y52.2	其他抗心律障碍药的有害效应，不可归类在他处者
disease	Y52.3	冠状血管扩张剂的有害效应，不可归类在他处者
disease	Y52.4	血管紧张素转换酶抑制剂的有害效应
disease	Y52.5	其他抗高血压药的有害效应，不可归类在他处者
disease	Y52.6	抗高脂血症和抗动脉硬化药的有害效应
disease	Y52.7	周围血管扩张剂的有害效应
disease	Y52.8	抗静脉曲张药（包括硬化剂）的有害效应
disease	Y52.9	主要影响心血管系统的其他和未特指制剂的有害效应
disease	Y53	主要影响胃肠系统制剂的有害效应
disease	Y53.0	组织胺H2受体拮抗剂的有害效应
disease	Y53.1	其他抗酸药和抗胃分泌药的有害效应
disease	Y53.2	刺激性轻泻剂的有害效应
disease	Y53.3	盐水和渗透性轻泻剂的有害效应
disease	Y53.4	其他轻泻剂的有害效应
disease	Y53.5	助消化药的有害效应
disease	Y53.6	止泻药的有害效应
disease	Y53.7	催吐药的有害效应
disease	Y53.8	其他主要影响胃肠系统制剂的有害效应
disease	Y53.9	未特指的主要影响胃肠系统制剂的有害效应
disease	Y54	主要影响水平衡和矿物质及尿酸代谢制剂的有害效应
disease	Y54.0	盐（肾上腺）皮质激素类的有害效应
disease	Y54.1	盐（肾上腺）皮质激素类拮抗剂[醛固酮拮抗剂]的有害效应
disease	Y54.2	碳酸脱水酶抑制剂的有害效应
disease	Y54.3	苯并噻二嗪衍生物的有害效应
disease	Y54.4	袢[强效]利尿剂的有害效应
disease	Y54.5	其他利尿剂的有害效应
disease	Y54.6	电解质、热量和水平衡剂的有害效应
disease	Y54.7	影响钙化的制剂的有害效应
disease	Y54.8	影响尿酸代谢的制剂的有害效应
disease	Y54.9	矿物质盐类的有害效应，不可归类在他处者
disease	Y55	主要作用于平滑肌和骨骼肌及呼吸系统制剂的有害效应
disease	Y55.0	催产药的有害效应
disease	Y55.1	骨骼肌松弛剂[神经肌肉阻滞剂]的有害效应
disease	Y55.2	主要作用于肌肉的其他和未特指制剂的有害效应
disease	Y55.3	镇咳剂的有害效应
disease	Y55.4	祛痰剂的有害效应
disease	Y55.5	抗感冒药的有害效应
disease	Y55.6	抗哮喘药的有害效应，不可归类在他处者
disease	Y55.7	主要作用于呼吸系统的其他和未特指制剂的有害效应
disease	Y56	主要影响皮肤和粘膜的局部制剂及眼科、耳鼻喉科和牙科药物的有害效应
disease	Y56.0	局部抗真菌、抗感染和消炎药的有害效应，不可归类在他处者
disease	Y56.1	止痒药的有害效应
disease	Y56.2	局部收敛药和局部去污剂的有害效应
disease	Y56.3	润滑药、缓和剂和保护药的有害效应
disease	Y56.4	角质层分离药、角质层增生药和其他毛发治疗的药物和制剂的有害效应
disease	Y56.5	眼科用药和制剂的有害效应
disease	Y56.6	耳鼻喉科药物和制剂的有害效应
disease	Y56.7	局部应用的牙科药物的有害效应
disease	Y56.8	其他局部制剂的有害效应
disease	Y56.9	未特指局部制剂的有害效应
disease	Y57	其他和未特指药物和药剂的有害效应
disease	Y57.0	食欲抑制剂的有害效应
disease	Y57.1	抗脂肪肝药的有害效应
disease	Y57.2	解毒剂和螯合剂的有害效应，不可归类在他处者
disease	Y57.3	解酒药的有害效应
disease	Y57.4	药用赋形剂的有害效应
disease	Y57.5	X线造影剂[对比剂]的有害效应
disease	Y57.6	其他诊断性制剂的有害效应
disease	Y57.7	维生素类的有害效应，不可归类在他处者
disease	Y57.8	其他药物和药剂的有害效应
disease	Y57.9	未特指药物或药剂的有害效应
disease	Y58	细菌疫苗类的有害效应
disease	Y58.0	卡介苗[BCG疫苗]的有害效应
disease	Y58.1	伤寒和副伤寒疫苗的有害效应
disease	Y58.2	霍乱疫苗的有害效应
disease	Y58.3	鼠疫疫苗的有害效应
disease	Y58.4	破伤风疫苗的有害效应
disease	Y58.5	白喉疫苗的有害效应
disease	Y58.6	百日咳疫苗（包括含有百日咳成分的联合疫苗）的有害效应
disease	Y58.8	联合细菌疫苗类（除外含有百日咳成分）的有害效应
disease	Y58.9	其他和未特指细菌疫苗类的有害效应
disease	Y59	其他和未特指疫苗类和成分）的有害效应
disease	Y59.0	病毒疫苗类的有害效应
disease	Y59.1	立克次体疫苗类的有害效应
disease	Y59.2	原虫疫苗类的有害效应
disease	Y59.3	免疫球蛋白的有害效应
disease	Y59.8	其他特指的疫苗类和生物制品的有害效应
disease	Y59.9	未特指疫苗类或生物制品的有害效应
disease	Y60	在手术和医疗中非故意的切割、针刺、穿孔或出血
disease	Y60.0	在手术中非故意的切割、针刺、穿孔或出血
disease	Y60.1	在输液或输血中非故意的切割、针刺、穿孔或出血
disease	Y60.2	在肾透析或其他灌注中非故意的切割、针刺、穿孔或出血
disease	Y60.3	在注射或人工免疫中非故意的切割、针刺、穿孔或出血
disease	Y60.4	在内镜检查中非故意的切割、针刺、穿孔或出血
disease	Y60.5	在心导管插入术中非故意的切割、针刺、穿孔或出血
disease	Y60.6	在抽吸、穿刺和其他导管插入手术中非故意的切割、针刺、穿孔或出血
disease	Y60.7	在施行灌肠中非故意的切割、针刺、穿孔或出血
disease	Y60.8	在其他手术和医疗中非故意的切割、针刺、穿孔或出血
disease	Y60.9	在未特指的手术和医疗中非故意的切割、针刺、穿孔或出血
disease	Y61	在手术和医疗中异物意外地遗留在体内
disease	Y61.0	在手术中异物意外地遗留在体内
disease	Y61.1	在输液或输血中异物意外地遗留在体内
disease	Y61.2	在肾透析或其他灌注中异物意外地遗留在体内
disease	Y61.3	在注射或人工免疫中异物意外地遗留在体内
disease	Y61.4	在内镜检查中异物意外地遗留在体内
disease	Y61.5	在心导管插入术中异物意外地遗留在体内
disease	Y61.6	在抽吸、穿刺和其他导管插入手术中异物意外地遗留在体内
disease	Y61.7	在取除导管或填塞物中异物意外地遗留在体内
disease	Y61.8	在其他手术和医疗中异物意外地遗留
disease	Y61.9	在未特指的手术和医疗中异物意外地遗留在体内
disease	Y62	在手术和医疗中无菌预防措施的失败
disease	Y62.0	在手术中无菌预防措施的失败
disease	Y62.1	在输液或输血中无菌预防措施的失败
disease	Y62.2	在肾透析或其他灌注中无菌预防措施的失败
